Book 1,Book 2,Book 3,Facet,Language,Group,Selection,Answer Nr.,Nr. Known Books,Time,Participant ID
04,09,11,atmosphere,ger,2,04==09,1,6,473,277
04,09,11,atmosphere,ger,2,04==09,1,10,413,330
04,09,11,atmosphere,ger,2,04==09,1,3,125,406
04,09,11,atmosphere,ger,2,04==11,2,6,255,448
04,09,11,content,eng,2,04==09,1,6,377,343
04,09,11,content,ger,1,04==09,1,7,393,283
04,09,11,content,ger,1,04==09,1,7,339,324
04,09,11,content,ger,1,skip,-1,4,452,335
04,09,11,content,ger,2,04==09,1,6,473,277
04,09,11,content,ger,2,04==09,1,10,413,330
04,09,11,content,ger,2,04==09,1,3,125,406
04,09,11,content,ger,2,09==11,3,6,255,448
04,09,11,location,eng,2,04==11,2,6,377,343
04,09,11,location,ger,1,09==11,3,7,393,283
04,09,11,location,ger,1,09==11,3,7,339,324
04,09,11,location,ger,1,09==11,3,4,452,335
04,09,11,location,ger,2,09==11,3,6,473,277
04,09,11,location,ger,2,04==11,2,10,413,330
04,09,11,location,ger,2,09==11,3,3,125,406
04,09,11,location,ger,2,04==11,2,6,255,448
04,09,11,plot,eng,2,04==11,2,6,377,343
04,09,11,plot,ger,1,04==09,1,7,393,283
04,09,11,plot,ger,1,04==11,2,7,339,324
04,09,11,plot,ger,1,04==09,1,4,452,335
04,09,11,plot,ger,2,skip,-1,6,473,277
04,09,11,plot,ger,2,04==09,1,10,413,330
04,09,11,plot,ger,2,04==09,1,3,125,406
04,09,11,plot,ger,2,09==11,3,6,255,448
04,09,11,time,eng,2,04==11,2,6,377,343
04,09,11,time,ger,1,09==11,3,7,393,283
04,09,11,time,ger,1,09==11,3,7,339,324
04,09,11,time,ger,1,09==11,3,4,452,335
04,09,11,time,ger,2,09==11,3,6,473,277
04,09,11,time,ger,2,04==11,2,3,125,406
04,09,11,time,ger,2,04==09,1,6,255,448
04,09,11,total,eng,2,04==09,1,6,377,343
04,09,11,total,ger,1,04==09,1,7,393,283
04,09,11,total,ger,1,04==09,1,7,339,324
04,09,11,total,ger,1,04==09,1,4,452,335
04,09,11,total,ger,2,04==09,1,6,473,277
04,09,11,total,ger,2,04==09,1,10,413,330
04,09,11,total,ger,2,04==09,1,3,125,406
04,09,11,total,ger,2,04==09,1,6,255,448
04,09,14,atmosphere,eng,2,04==14,2,6,377,343
04,09,14,atmosphere,ger,1,09==14,3,7,393,283
04,09,14,atmosphere,ger,1,04==09,1,7,339,324
04,09,14,atmosphere,ger,1,09==14,3,7,427,358
04,09,14,atmosphere,ger,2,09==14,3,10,413,330
04,09,14,atmosphere,ger,2,04==09,1,3,206,410
04,09,14,atmosphere,ger,2,09==14,3,11,406,442
04,09,14,content,ger,1,04==09,1,7,393,283
04,09,14,content,ger,1,04==09,1,7,339,324
04,09,14,content,ger,1,09==14,3,7,427,358
04,09,14,content,ger,2,04==09,1,10,413,330
04,09,14,content,ger,2,09==14,3,3,206,410
04,09,14,content,ger,2,09==14,3,11,406,442
04,09,14,location,ger,1,09==14,3,7,393,283
04,09,14,location,ger,1,09==14,3,7,339,324
04,09,14,location,ger,1,skip,-1,7,427,358
04,09,14,location,ger,2,09==14,3,10,413,330
04,09,14,location,ger,2,04==09,1,3,206,410
04,09,14,location,ger,2,04==14,2,11,406,442
04,09,14,plot,ger,1,04==09,1,7,393,283
04,09,14,plot,ger,1,09==14,3,7,339,324
04,09,14,plot,ger,1,09==14,3,7,427,358
04,09,14,plot,ger,2,09==14,3,10,413,330
04,09,14,plot,ger,2,04==14,2,3,206,410
04,09,14,plot,ger,2,09==14,3,11,406,442
04,09,14,time,ger,1,04==09,1,7,339,324
04,09,14,time,ger,2,04==14,2,10,413,330
04,09,14,time,ger,2,04==14,2,3,206,410
04,09,14,time,ger,2,04==14,2,11,406,442
04,09,14,total,eng,2,04==14,2,6,377,343
04,09,14,total,ger,1,09==14,3,7,393,283
04,09,14,total,ger,1,04==09,1,7,339,324
04,09,14,total,ger,1,09==14,3,7,427,358
04,09,14,total,ger,2,09==14,3,10,413,330
04,09,14,total,ger,2,04==14,2,3,206,410
04,09,14,total,ger,2,09==14,3,11,406,442
04,09,15,atmosphere,ger,1,04==09,1,7,339,324
04,09,15,atmosphere,ger,2,04==09,1,5,268,381
04,09,15,content,ger,1,04==15,2,7,339,324
04,09,15,content,ger,2,09==15,3,5,268,381
04,09,15,location,ger,1,04==15,2,7,339,324
04,09,15,location,ger,2,09==15,3,5,268,381
04,09,15,plot,ger,1,09==15,3,7,339,324
04,09,15,plot,ger,2,04==09,1,5,268,381
04,09,15,time,ger,2,04==15,2,5,268,381
04,09,15,total,ger,1,04==09,1,7,339,324
04,09,15,total,ger,2,04==09,1,5,268,381
04,09,17,atmosphere,ger,1,09==17,3,7,393,283
04,09,17,atmosphere,ger,1,04==09,1,4,452,335
04,09,17,atmosphere,ger,2,04==09,1,9,453,329
04,09,17,atmosphere,ger,2,09==17,3,15,326,394
04,09,17,atmosphere,ger,2,09==17,3,6,255,448
04,09,17,content,ger,1,04==09,1,4,452,335
04,09,17,content,ger,2,04==09,1,9,453,329
04,09,17,content,ger,2,04==17,2,15,326,394
04,09,17,location,ger,1,04==17,2,4,452,335
04,09,17,location,ger,2,04==09,1,9,453,329
04,09,17,location,ger,2,04==09,1,15,326,394
04,09,17,plot,ger,1,04==09,1,4,452,335
04,09,17,plot,ger,2,09==17,3,9,453,329
04,09,17,plot,ger,2,04==17,2,15,326,394
04,09,17,time,ger,1,04==17,2,4,452,335
04,09,17,time,ger,2,04==09,1,9,453,329
04,09,17,total,ger,1,09==17,3,7,393,283
04,09,17,total,ger,1,04==09,1,4,452,335
04,09,17,total,ger,2,09==17,3,9,453,329
04,09,17,total,ger,2,04==17,2,15,326,394
04,09,17,total,ger,2,04==09,1,6,255,448
04,11,14,atmosphere,eng,2,04==11,1,6,377,343
04,11,14,atmosphere,ger,1,11==14,3,7,339,324
04,11,14,content,eng,2,04==14,2,6,377,343
04,11,14,location,eng,2,04==11,1,6,377,343
04,11,14,plot,eng,2,04==11,1,6,377,343
04,11,14,total,eng,2,04==11,1,6,377,343
04,11,14,total,ger,1,11==14,3,7,339,324
04,11,15,atmosphere,eng,2,04==15,2,7,422,312
04,11,15,atmosphere,ger,2,11==15,3,8,363,404
04,11,15,content,eng,2,04==11,1,7,422,312
04,11,15,location,eng,2,11==15,3,7,422,312
04,11,15,plot,eng,2,04==15,2,7,422,312
04,11,15,time,eng,2,11==15,3,7,422,312
04,11,15,total,eng,2,04==15,2,7,422,312
04,11,15,total,ger,2,04==15,2,8,363,404
04,11,17,atmosphere,ger,1,04==17,2,5,604,279
04,11,17,atmosphere,ger,1,04==17,2,4,452,335
04,11,17,atmosphere,ger,2,04==11,1,15,326,394
04,11,17,atmosphere,ger,2,11==17,3,8,300,452
04,11,17,content,ger,1,11==17,3,5,604,279
04,11,17,content,ger,1,11==17,3,4,452,335
04,11,17,content,ger,2,04==11,1,8,300,452
04,11,17,location,ger,1,11==17,3,5,604,279
04,11,17,location,ger,1,04==11,1,4,452,335
04,11,17,location,ger,2,04==11,1,8,300,452
04,11,17,plot,ger,1,11==17,3,5,604,279
04,11,17,plot,ger,1,04==17,2,4,452,335
04,11,17,plot,ger,2,04==11,1,8,300,452
04,11,17,total,ger,1,04==11,1,5,604,279
04,11,17,total,ger,1,04==11,1,4,452,335
04,11,17,total,ger,2,04==11,1,15,326,394
04,11,17,total,ger,2,11==17,3,8,300,452
04,14,15,atmosphere,ger,2,04==15,2,15,326,394
04,14,15,atmosphere,ger,2,04==15,2,8,363,404
04,14,15,content,ger,2,14==15,3,15,326,394
04,14,15,content,ger,2,04==15,2,8,363,404
04,14,15,location,ger,2,14==15,3,15,326,394
04,14,15,location,ger,2,04==15,2,8,363,404
04,14,15,plot,ger,2,04==15,2,15,326,394
04,14,15,plot,ger,2,04==15,2,8,363,404
04,14,15,time,ger,2,14==15,3,15,326,394
04,14,15,time,ger,2,04==15,2,8,363,404
04,14,15,total,ger,2,04==15,2,15,326,394
04,14,15,total,ger,2,04==15,2,8,363,404
04,14,17,atmosphere,ger,2,04==14,1,9,374,306
04,14,17,content,ger,2,04==14,1,9,374,306
04,14,17,location,ger,2,14==17,3,9,374,306
04,14,17,plot,ger,2,04==17,2,9,374,306
04,14,17,time,ger,2,14==17,3,9,374,306
04,14,17,total,ger,2,14==17,3,9,374,306
04,15,17,atmosphere,eng,2,04==15,1,7,422,312
04,15,17,atmosphere,ger,2,04==15,1,11,256,418
04,15,17,content,eng,2,04==17,2,7,422,312
04,15,17,content,ger,2,04==15,1,11,256,418
04,15,17,location,eng,2,04==15,1,7,422,312
04,15,17,location,ger,2,04==15,1,11,256,418
04,15,17,plot,eng,2,04==15,1,7,422,312
04,15,17,plot,ger,2,04==15,1,11,256,418
04,15,17,time,eng,2,04==15,1,7,422,312
04,15,17,time,ger,2,04==15,1,11,256,418
04,15,17,total,eng,2,04==15,1,7,422,312
04,15,17,total,ger,2,04==15,1,11,256,418
05,07,09,atmosphere,ger,2,05==07,1,6,473,277
05,07,09,atmosphere,ger,2,05==07,1,8,314,278
05,07,09,atmosphere,ger,2,05==07,1,5,281,326
05,07,09,content,ger,2,05==07,1,6,473,277
05,07,09,content,ger,2,05==07,1,8,314,278
05,07,09,content,ger,2,07==09,3,5,281,326
05,07,09,location,ger,2,05==07,1,6,473,277
05,07,09,location,ger,2,05==07,1,8,314,278
05,07,09,location,ger,2,07==09,3,5,281,326
05,07,09,plot,ger,2,07==09,3,6,473,277
05,07,09,plot,ger,2,05==09,2,8,314,278
05,07,09,plot,ger,2,05==07,1,5,281,326
05,07,09,time,ger,2,05==07,1,6,473,277
05,07,09,time,ger,2,07==09,3,5,281,326
05,07,09,total,ger,2,05==07,1,6,473,277
05,07,09,total,ger,2,05==07,1,8,314,278
05,07,09,total,ger,2,05==07,1,5,281,326
05,07,11,atmosphere,ger,2,05==07,1,6,473,277
05,07,11,atmosphere,ger,2,05==07,1,9,341,354
05,07,11,atmosphere,ger,2,05==07,1,8,300,452
05,07,11,content,ger,2,05==07,1,9,341,354
05,07,11,content,ger,2,05==07,1,8,300,452
05,07,11,location,ger,2,05==07,1,9,341,354
05,07,11,location,ger,2,05==07,1,8,300,452
05,07,11,plot,ger,2,05==07,1,9,341,354
05,07,11,plot,ger,2,05==07,1,8,300,452
05,07,11,time,ger,2,05==11,2,8,300,452
05,07,11,total,ger,2,05==07,1,6,473,277
05,07,11,total,ger,2,05==07,1,9,341,354
05,07,11,total,ger,2,05==07,1,8,300,452
05,07,16,atmosphere,ger,2,05==07,1,8,255,397
05,07,16,content,ger,2,05==07,1,8,255,397
05,07,16,location,ger,2,05==07,1,8,255,397
05,07,16,plot,ger,2,05==07,1,8,255,397
05,07,16,time,ger,2,07==16,3,8,255,397
05,07,16,total,ger,2,05==07,1,8,255,397
05,09,11,atmosphere,ger,2,05==09,1,13,346,398
05,09,11,atmosphere,ger,2,09==11,3,8,300,452
05,09,11,content,ger,2,05==09,1,8,300,452
05,09,11,location,ger,2,05==11,2,8,300,452
05,09,11,plot,ger,2,skip,-1,8,300,452
05,09,11,time,ger,2,05==11,2,8,300,452
05,09,11,total,ger,2,05==09,1,13,346,398
05,09,11,total,ger,2,05==09,1,8,300,452
05,09,12,atmosphere,ger,2,05==09,1,19,308,313
05,09,12,atmosphere,ger,2,05==12,2,10,410,437
05,09,12,content,ger,2,05==09,1,19,308,313
05,09,12,location,ger,2,05==09,1,19,308,313
05,09,12,plot,ger,2,05==09,1,19,308,313
05,09,12,time,ger,2,05==12,2,19,308,313
05,09,12,total,ger,2,05==09,1,19,308,313
05,09,12,total,ger,2,05==12,2,10,410,437
05,09,16,atmosphere,ger,2,09==16,3,5,281,326
05,09,16,content,ger,2,09==16,3,5,281,326
05,09,16,location,ger,2,05==09,1,5,281,326
05,09,16,plot,ger,2,05==16,2,5,281,326
05,09,16,time,ger,2,05==09,1,5,281,326
05,09,16,total,ger,2,05==16,2,5,281,326
05,11,12,atmosphere,eng,2,11==12,3,17,417,334
05,11,12,content,eng,2,11==12,3,17,417,334
05,11,12,location,eng,2,05==11,1,17,417,334
05,11,12,plot,eng,2,11==12,3,17,417,334
05,11,12,total,eng,2,11==12,3,17,417,334
05,11,14,atmosphere,ger,2,11==14,3,10,413,330
05,11,14,total,ger,2,05==14,2,10,413,330
05,14,16,atmosphere,eng,2,05==16,2,17,417,334
05,14,16,atmosphere,ger,2,05==14,1,8,255,397
05,14,16,content,ger,2,05==14,1,8,255,397
05,14,16,location,ger,2,05==14,1,8,255,397
05,14,16,plot,ger,2,05==14,1,8,255,397
05,14,16,time,ger,2,14==16,3,8,255,397
05,14,16,total,eng,2,05==16,2,17,417,334
05,14,16,total,ger,2,05==14,1,8,255,397
06,10,15,atmosphere,ger,1,06==10,1,3,225,390
06,10,15,atmosphere,ger,2,10==15,3,6,361,392
06,10,15,content,ger,1,10==15,3,3,225,390
06,10,15,content,ger,2,10==15,3,6,361,392
06,10,15,location,ger,1,06==10,1,3,225,390
06,10,15,location,ger,2,06==10,1,6,361,392
06,10,15,plot,ger,1,06==10,1,3,225,390
06,10,15,plot,ger,2,06==10,1,6,361,392
06,10,15,time,ger,1,06==10,1,3,225,390
06,10,15,time,ger,2,06==10,1,6,361,392
06,10,15,total,ger,1,06==10,1,3,225,390
06,10,15,total,ger,2,06==10,1,6,361,392
06,10,18,atmosphere,ger,1,skip,-1,5,88,400
06,10,18,content,ger,1,06==10,1,5,88,400
06,10,18,location,ger,1,06==18,2,5,88,400
06,10,18,plot,ger,1,06==10,1,5,88,400
06,10,18,time,ger,1,06==10,1,5,88,400
06,10,18,total,ger,1,06==10,1,5,88,400
06,10,19,atmosphere,eng,2,06==10,1,10,366,336
06,10,19,atmosphere,ger,1,06==10,1,7,427,358
06,10,19,atmosphere,ger,2,06==10,1,15,297,339
06,10,19,atmosphere,ger,2,10==19,3,14,262,425
06,10,19,content,ger,2,06==10,1,15,297,339
06,10,19,content,ger,2,10==19,3,14,262,425
06,10,19,location,ger,2,06==10,1,15,297,339
06,10,19,location,ger,2,06==10,1,14,262,425
06,10,19,plot,ger,2,06==10,1,15,297,339
06,10,19,plot,ger,2,10==19,3,14,262,425
06,10,19,total,eng,2,06==10,1,10,366,336
06,10,19,total,ger,1,skip,-1,7,427,358
06,10,19,total,ger,2,06==10,1,15,297,339
06,10,19,total,ger,2,10==19,3,14,262,425
06,15,19,atmosphere,ger,2,06==15,1,15,297,339
06,15,19,total,ger,2,06==15,1,15,297,339
07,09,11,atmosphere,ger,2,07==11,2,11,406,442
07,09,11,total,ger,2,07==11,2,11,406,442
07,09,14,atmosphere,ger,2,07==14,2,13,368,286
07,09,14,atmosphere,ger,2,07==09,1,10,484,331
07,09,14,content,ger,2,09==14,3,13,368,286
07,09,14,content,ger,2,09==14,3,10,484,331
07,09,14,location,ger,2,07==14,2,13,368,286
07,09,14,location,ger,2,07==14,2,10,484,331
07,09,14,plot,ger,2,07==14,2,13,368,286
07,09,14,plot,ger,2,09==14,3,10,484,331
07,09,14,time,ger,2,07==14,2,13,368,286
07,09,14,total,ger,2,07==14,2,13,368,286
07,09,14,total,ger,2,09==14,3,10,484,331
07,11,17,atmosphere,ger,1,07==17,2,5,604,279
07,11,17,atmosphere,ger,2,11==17,3,6,255,448
07,11,17,atmosphere,ger,2,07==17,2,8,300,452
07,11,17,content,ger,2,07==11,1,6,255,448
07,11,17,location,ger,2,07==11,1,6,255,448
07,11,17,plot,ger,2,07==11,1,6,255,448
07,11,17,total,ger,1,07==17,2,5,604,279
07,11,17,total,ger,2,07==17,2,6,255,448
07,11,17,total,ger,2,07==17,2,8,300,452
08,10,16,atmosphere,ger,2,08==10,1,15,297,339
08,10,16,content,ger,2,08==10,1,15,297,339
08,10,16,location,ger,2,08==10,1,15,297,339
08,10,16,plot,ger,2,08==10,1,15,297,339
08,10,16,time,ger,2,08==10,1,15,297,339
08,10,16,total,ger,2,08==10,1,15,297,339
08,12,15,atmosphere,ger,2,12==15,3,19,308,313
08,12,15,content,ger,2,08==15,2,19,308,313
08,12,15,location,ger,2,12==15,3,19,308,313
08,12,15,plot,ger,2,08==15,2,19,308,313
08,12,15,total,ger,2,08==15,2,19,308,313
08,12,20,atmosphere,ger,2,08==12,1,8,290,362
08,12,20,content,ger,2,08==12,1,8,290,362
08,12,20,location,ger,2,12==20,3,8,290,362
08,12,20,plot,ger,2,08==12,1,8,290,362
08,12,20,total,ger,2,12==20,3,8,290,362
08,17,18,atmosphere,ger,2,17==18,3,14,262,425
08,17,18,total,ger,2,08==17,1,14,262,425
08,17,20,atmosphere,ger,2,17==20,3,10,361,407
08,17,20,total,ger,2,17==20,3,10,361,407
09,14,16,atmosphere,eng,2,09==16,2,6,377,343
09,14,16,content,eng,2,09==14,1,6,377,343
09,14,16,location,eng,2,09==14,1,6,377,343
09,14,16,plot,eng,2,09==14,1,6,377,343
09,14,16,time,eng,2,14==16,3,6,377,343
09,14,16,total,eng,2,09==16,2,6,377,343
10,13,15,atmosphere,ger,2,10==15,2,7,296,282
10,13,15,content,ger,2,10==15,2,7,296,282
10,13,15,location,ger,2,10==15,2,7,296,282
10,13,15,plot,ger,2,10==15,2,7,296,282
10,13,15,total,ger,2,10==15,2,7,296,282
10,13,19,atmosphere,ger,2,10==19,2,14,262,425
10,13,19,content,ger,2,10==19,2,14,262,425
10,13,19,location,ger,2,10==19,2,14,262,425
10,13,19,plot,ger,2,10==19,2,14,262,425
10,13,19,time,ger,2,10==13,1,14,262,425
10,13,19,total,ger,2,10==19,2,14,262,425
10,14,15,atmosphere,ger,2,14==15,3,14,262,425
10,14,15,content,ger,2,10==15,2,14,262,425
10,14,15,location,ger,2,14==15,3,14,262,425
10,14,15,plot,ger,2,14==15,3,14,262,425
10,14,15,time,ger,2,14==15,3,14,262,425
10,14,15,total,ger,2,14==15,3,14,262,425
10,14,19,atmosphere,ger,2,14==19,3,8,314,278
10,14,19,atmosphere,ger,2,10==19,2,19,308,313
10,14,19,content,ger,2,10==19,2,8,314,278
10,14,19,location,ger,2,10==19,2,8,314,278
10,14,19,plot,ger,2,14==19,3,8,314,278
10,14,19,time,ger,2,14==19,3,8,314,278
10,14,19,total,ger,2,10==19,2,8,314,278
10,14,19,total,ger,2,10==19,2,19,308,313
10,15,18,atmosphere,ger,2,10==15,1,4,231,401
10,15,18,content,ger,2,10==15,1,4,231,401
10,15,18,location,ger,2,10==15,1,4,231,401
10,15,18,plot,ger,2,10==15,1,4,231,401
10,15,18,time,ger,2,10==15,1,4,231,401
10,15,18,total,ger,2,10==15,1,4,231,401
11,12,17,atmosphere,ger,2,12==17,3,9,313,290
11,12,17,content,ger,2,12==17,3,9,313,290
11,12,17,location,ger,2,11==17,2,9,313,290
11,12,17,plot,ger,2,12==17,3,9,313,290
11,12,17,time,ger,2,11==12,1,9,313,290
11,12,17,total,ger,2,12==17,3,9,313,290
11,12,20,atmosphere,eng,2,11==20,2,7,422,312
11,12,20,atmosphere,ger,2,12==20,3,9,313,290
11,12,20,atmosphere,ger,2,12==20,3,4,121,430
11,12,20,content,eng,2,11==12,1,7,422,312
11,12,20,content,ger,2,11==12,1,4,121,430
11,12,20,location,eng,2,11==12,1,7,422,312
11,12,20,location,ger,2,12==20,3,4,121,430
11,12,20,plot,eng,2,12==20,3,7,422,312
11,12,20,plot,ger,2,12==20,3,4,121,430
11,12,20,time,ger,2,11==12,1,4,121,430
11,12,20,total,eng,2,11==20,2,7,422,312
11,12,20,total,ger,2,12==20,3,9,313,290
11,12,20,total,ger,2,12==20,3,4,121,430
11,13,17,atmosphere,ger,2,13==17,3,9,313,290
11,13,17,content,ger,2,11==13,1,9,313,290
11,13,17,location,ger,2,13==17,3,9,313,290
11,13,17,plot,ger,2,13==17,3,9,313,290
11,13,17,time,ger,2,13==17,3,9,313,290
11,13,17,total,ger,2,13==17,3,9,313,290
11,13,20,atmosphere,ger,2,13==20,3,7,296,282
11,13,20,content,ger,2,13==20,3,7,296,282
11,13,20,location,ger,2,13==20,3,7,296,282
11,13,20,plot,ger,2,13==20,3,7,296,282
11,13,20,time,ger,2,13==20,3,7,296,282
11,13,20,total,ger,2,13==20,3,7,296,282
11,17,20,atmosphere,eng,2,17==20,3,7,422,312
11,17,20,atmosphere,ger,2,17==20,3,10,361,407
11,17,20,content,ger,2,17==20,3,10,361,407
11,17,20,location,ger,2,17==20,3,10,361,407
11,17,20,plot,ger,2,17==20,3,10,361,407
11,17,20,total,eng,2,17==20,3,7,422,312
11,17,20,total,ger,2,17==20,3,10,361,407
18,19,20,atmosphere,eng,2,19==20,3,19,374,345
18,19,20,content,eng,2,19==20,3,19,374,345
18,19,20,location,eng,2,18==19,1,19,374,345
18,19,20,plot,eng,2,19==20,3,19,374,345
18,19,20,time,eng,2,18==20,2,19,374,345
18,19,20,total,eng,2,19==20,3,19,374,345
